61,64,62,50,49,66,62,45,50,56,46,63,64,59,56,47,59,61,65,49,43,50,67,47,54,57,51,56,47,60,41,60,62,66,41,49,62,66,58,50,62,68,67,57,48,69,57,44,57,66
40,55,42,52,46,47,52,59,55,67,59,44,61,69,60,40,44,64,50,50,47,48,40,48,56,53,53,54,65,58,59,40,48,47,50,53,42,52,54,59,51,51,54,40,45,46,57,62,57,52
57,65,64,66,60,59,52,69,67,68,40,54,62,66,65,49,66,64,54,64,63,68,48,40,61,41,48,45,69,54,49,67,66,53,67,56,53,48,69,68,41,63,55,67,45,44,69,63,50,49
62,47,67,45,40,46,63,58,48,40,40,51,67,54,58,58,49,65,51,45,54,69,45,51,51,41,49,50,61,68,40,42,61,65,61,67,63,42,58,41,56,41,47,49,42,48,42,58,56,40
42,45,64,64,52,64,68,63,49,42,42,42,69,55,47,54,43,69,55,43,49,40,54,59,66,60,55,60,64,42,40,69,48,67,63,57,46,54,60,63,51,41,66,50,53,54,44,65,40,41
55,55,56,49,46,57,69,56,62,54,46,43,52,47,68,68,54,52,63,51,66,43,61,63,47,67,58,53,57,63,55,47,48,48,56,44,52,43,63,69,43,46,65,47,47,44,66,53,57,50
53,53,68,42,55,64,51,50,55,59,63,48,52,57,43,41,53,63,50,43,55,53,64,69,58,57,44,56,68,53,64,64,42,50,44,44,60,63,58,47,66,45,55,53,67,63,52,69,62,59
62,44,52,59,63,55,41,64,53,65,51,61,43,41,58,64,43,42,68,52,40,44,47,43,68,68,44,49,66,41,61,58,47,50,67,42,40,62,51,50,69,46,57,51,48,69,43,67,69,66
54,64,57,47,52,45,46,46,41,69,67,52,53,40,42,53,61,50,62,56,51,67,54,55,44,43,48,43,58,42,60,67,54,52,50,50,57,55,56,57,68,68,61,52,56,54,62,40,58,47
57,47,68,53,59,52,42,46,40,66,41,64,59,43,59,42,53,46,60,67,40,65,44,46,46,58,43,62,43,46,62,60,55,67,64,59,64,58,45,57,43,57,59,69,65,47,54,47,69,42
62,44,52,63,50,63,67,69,53,66,48,52,62,48,60,54,64,69,52,47,61,68,40,65,44,63,68,51,44,69,64,49,58,49,57,59,68,43,53,63,49,67,59,45,49,54,64,41,56,51
55,49,48,68,64,44,49,54,56,58,58,40,52,64,65,51,41,59,43,59,63,58,56,45,59,67,42,47,69,59,42,48,55,55,40,60,45,49,62,63,62,51,60,53,40,46,43,52,41,52
44,40,40,57,61,58,42,64,69,60,68,65,64,41,68,44,49,61,62,50,40,60,41,45,64,47,51,62,49,66,49,46,53,40,48,55,46,56,50,66,69,57,42,48,40,42,44,51,64,45
51,44,42,66,50,57,59,42,41,43,53,62,59,62,54,50,62,66,61,44,42,69,51,61,66,41,53,44,67,55,61,61,63,42,56,52,49,46,46,65,54,60,46,57,45,66,57,52,52,59
57,45,46,63,49,63,53,57,40,53,65,47,68,64,69,67,53,64,60,67,45,40,61,68,51,63,42,46,43,61,51,43,61,43,53,50,44,46,40,57,42,63,51,53,42,48,49,51,66,69
67,42,55,47,43,41,53,40,46,63,42,53,46,51,41,48,43,60,62,60,52,52,64,42,63,59,48,60,68,67,67,67,59,41,60,51,65,53,41,64,50,47,57,68,52,48,58,54,62,49
41,50,41,42,46,49,61,41,64,57,59,52,60,45,58,60,48,56,50,42,63,57,65,54,49,48,64,42,59,61,52,46,63,49,59,55,53,55,48,65,57,59,43,69,51,63,44,53,50,43
50,44,46,54,50,55,43,64,64,65,69,60,63,58,58,65,65,43,46,63,68,41,41,68,53,60,42,62,57,61,57,54,41,40,64,53,69,47,65,50,66,58,67,56,43,55,49,62,69,60
58,69,42,41,57,61,57,46,40,65,60,62,40,68,40,45,57,63,45,66,40,44,68,62,41,50,56,46,44,67,47,48,55,51,54,56,47,66,65,55,66,65,69,42,44,66,55,64,56,68
52,66,67,69,47,50,67,48,57,65,68,60,52,64,63,56,63,63,49,57,49,49,51,63,47,54,45,65,46,52,42,68,54,47,40,53,59,44,54,55,45,47,53,66,63,59,61,47,47,54
62,50,57,53,66,54,50,40,69,68,51,59,50,69,46,45,46,40,42,67,57,53,43,65,57,61,52,41,45,56,63,62,58,50,46,45,66,68,69,42,68,42,68,52,62,63,45,61,59,42
57,48,43,65,49,53,53,41,46,58,43,51,63,46,62,62,42,42,56,69,57,48,65,41,40,61,45,60,62,69,61,67,43,59,54,45,44,45,54,66,47,48,57,53,45,62,62,65,43,68
