35,50,72,23,29,89,45,40,83,23,20,62,49,87,70,40,56,29,54,43,54,77,27,19,55,56,67,67,88,50,61,22,49,38,81,84,32,74,57,83,87,38,19,32,89,42,51,47,37,27
20,56,16,24,55,84,76,36,44,51,28,33,54,87,26,26,64,19,86,42,57,53,40,50,78,62,84,73,46,25,41,29,87,45,57,80,68,82,84,30,80,66,71,80,29,22,37,84,89,38
49,76,40,39,35,35,22,50,62,77,53,33,46,33,39,84,50,62,18,29,62,21,67,45,60,53,85,77,46,65,25,65,41,42,29,25,70,35,56,59,47,20,58,80,86,38,74,34,71,52
38,83,70,54,45,16,16,77,51,30,54,21,37,40,55,37,51,60,28,81,58,70,36,65,45,33,67,25,84,43,79,32,68,37,28,39,31,51,77,31,30,71,78,54,49,21,15,74,77,78
53,58,79,56,52,85,41,42,28,38,55,69,85,21,40,43,70,34,46,71,33,30,58,65,20,87,55,62,62,57,89,81,58,22,62,41,70,81,66,43,56,56,81,37,15,54,50,88,62,83
25,73,70,75,80,81,63,25,19,72,46,54,84,47,32,15,85,25,88,77,77,55,34,69,50,46,33,36,22,69,60,24,70,78,44,15,56,79,77,38,38,55,55,16,69,73,47,36,17,21
54,43,51,40,83,21,47,78,78,38,59,76,59,25,61,82,20,46,41,85,53,34,75,18,74,74,62,66,46,20,70,74,35,75,54,67,34,65,46,21,81,88,69,40,38,37,68,60,77,83
69,75,29,86,83,52,75,79,63,57,72,43,24,32,89,53,70,63,21,24,62,68,59,73,31,34,19,64,48,80,63,52,26,52,49,33,72,35,74,51,70,25,47,35,49,26,85,88,75,16
43,89,76,20,50,56,26,25,19,80,41,61,61,58,56,52,40,82,87,26,57,30,47,30,17,38,59,74,42,45,53,81,30,75,76,78,47,88,61,58,43,17,74,44,52,23,40,66,83,72
88,52,71,54,87,57,75,87,44,30,85,22,33,70,69,17,16,62,71,86,65,31,79,30,23,74,16,80,26,85,44,47,39,81,85,52,38,20,27,42,58,45,84,29,79,24,41,42,30,25
25,77,43,23,50,44,37,47,87,72,78,62,65,73,83,80,33,57,89,56,78,37,48,59,44,62,19,81,21,82,34,15,27,63,20,43,74,83,24,55,58,66,89,30,88,19,15,26,23,64
39,77,57,52,23,81,80,55,46,84,51,34,68,34,30,74,22,47,74,34,16,22,68,46,53,50,74,76,86,83,54,51,81,60,35,88,62,19,31,57,86,62,30,48,34,30,71,79,80,48
82,86,18,49,70,89,43,45,70,44,84,31,64,53,50,79,44,55,47,31,80,33,89,73,20,73,22,71,55,57,56,47,56,53,25,40,68,16,88,68,56,51,43,37,69,31,33,60,29,37
89,30,82,74,40,18,71,23,21,79,23,57,18,33,33,16,17,71,51,81,50,76,69,49,16,56,22,47,47,55,75,26,43,22,49,67,79,49,32,80,49,25,66,35,45,31,65,76,73,49
68,38,66,73,80,23,79,57,31,34,50,43,22,59,88,29,50,61,48,20,87,83,49,79,59,77,80,69,85,35,87,86,63,33,74,68,66,64,60,56,30,65,66,32,19,76,64,65,66,88
80,54,55,26,34,83,19,32,27,36,64,74,28,36,75,29,85,75,69,88,62,41,21,86,82,40,67,51,17,53,57,35,87,18,73,79,62,84,79,48,71,37,60,84,73,64,66,43,70,75
89,24,39,70,80,28,33,28,64,62,15,58,80,68,34,15,27,53,60,36,56,59,24,71,85,35,37,52,58,68,68,74,27,55,17,54,50,60,35,16,73,71,54,42,79,62,56,60,83,49
78,25,39,79,52,84,51,41,47,19,32,89,80,36,76,15,26,33,21,74,80,62,21,78,78,66,65,46,74,55,77,15,84,43,19,59,75,34,44,43,75,33,54,64,32,20,65,42,45,48
22,19,54,64,74,71,85,73,36,33,30,47,18,33,81,79,87,22,72,65,86,45,82,20,79,71,26,25,47,23,89,17,48,74,37,62,75,83,19,63,52,38,72,81,27,58,82,51,19,86
74,79,43,62,37,86,83,31,17,55,23,34,59,38,53,16,30,29,38,25,44,45,16,79,51,50,52,62,74,76,33,35,41,69,63,60,73,23,54,16,17,80,88,68,58,78,77,24,26,21
85,80,56,40,84,40,19,56,25,64,64,66,46,79,23,51,83,25,64,81,25,30,21,64,82,67,27,79,29,50,17,17,15,43,89,51,71,44,35,57,32,33,82,68,44,78,43,39,35,28
22,68,60,69,38,81,86,28,62,68,69,85,24,87,17,81,81,37,51,21,49,57,85,57,69,51,61,41,73,17,45,60,51,27,44,73,52,43,49,84,75,27,47,42,21,85,51,30,38,76
75,55,64,49,49,35,44,71,69,72,21,48,19,36,52,49,69,35,49,37,24,45,26,22,42,53,49,48,58,47,56,43,53,29,86,83,87,88,15,39,31,24,73,74,68,34,25,22,52,61
24,50,85,59,19,43,82,71,82,50,20,84,33,63,55,73,86,28,83,74,85,76,71,31,67,52,25,51,67,35,57,89,39,21,79,80,44,22,49,70,79,89,86,51,30,79,89,48,24,62
47,83,26,41,21,74,29,32,66,16,47,76,74,85,60,59,67,85,61,80,42,33,42,36,43,20,33,40,18,52,78,22,44,51,37,27,48,45,80,78,78,81,87,66,49,32,33,46,80,15
59,17,67,35,75,30,45,76,18,81,19,25,29,18,57,78,61,39,87,54,39,65,66,35,20,72,48,74,24,37,57,36,53,75,78,46,66,62,76,31,68,75,84,16,70,55,54,69,83,53
46,84,77,46,36,69,83,71,21,57,51,67,33,22,24,59,20,44,77,52,16,50,20,50,41,34,82,35,87,62,77,49,67,88,35,15,26,26,56,87,88,16,82,64,30,23,56,62,51,78
29,35,18,74,72,82,31,73,46,67,55,47,45,26,85,42,26,15,49,37,45,86,33,25,89,72,81,80,21,39,45,16,17,78,47,62,88,41,30,35,54,57,73,26,72,29,65,73,35,37
73,87,17,49,84,15,21,44,79,83,79,22,60,34,18,21,36,48,42,51,88,35,56,33,21,66,57,49,45,30,62,88,63,87,75,84,57,50,89,75,45,51,74,60,71,34,45,15,23,17
23,53,82,16,50,29,46,70,72,72,53,89,44,74,47,87,30,20,44,72,46,88,60,50,15,29,19,31,50,84,76,74,77,76,69,73,79,48,23,50,80,68,46,69,76,29,70,78,66,78
29,53,79,18,25,15,41,44,19,22,88,15,79,45,48,66,34,38,66,24,56,65,77,88,55,44,84,47,16,69,15,86,84,86,53,44,73,44,45,73,81,73,42,74,16,54,21,88,56,75
78,83,19,36,69,25,74,61,18,15,84,46,78,52,52,19,34,53,49,70,46,71,89,76,86,48,77,51,19,80,40,44,17,29,68,37,48,77,57,77,69,48,23,16,89,86,49,63,85,31
87,84,52,76,70,27,39,31,66,45,31,60,85,45,50,87,81,35,72,15,48,57,26,53,32,25,51,83,83,56,27,44,83,31,83,74,79,21,85,31,37,15,79,35,29,35,57,37,64,48
74,68,30,29,89,16,46,77,18,34,22,80,56,16,25,16,56,27,76,71,32,21,44,22,17,32,52,62,73,33,66,40,33,58,33,65,78,35,36,65,54,63,75,35,46,40,54,25,89,49
20,29,61,58,86,44,45,60,22,18,70,59,74,54,65,69,77,86,52,72,85,33,58,35,29,79,20,26,20,74,34,67,30,31,23,80,65,69,65,76,87,57,51,44,45,58,46,23,39,30
65,71,26,19,56,44,76,66,26,84,60,54,60,30,48,58,43,82,40,68,66,71,48,29,17,17,53,63,21,82,49,43,16,26,57,29,43,84,83,48,24,51,29,73,63,57,59,85,81,37
25,27,58,88,34,58,76,23,24,74,87,45,48,53,32,50,24,83,40,71,25,15,50,82,26,64,67,24,49,64,88,87,22,29,56,40,64,81,33,52,71,20,28,64,45,47,18,66,60,15
44,80,80,40,37,78,32,43,26,38,45,15,23,33,24,46,56,82,69,30,30,87,47,17,87,48,76,54,59,55,19,65,54,37,89,24,68,51,53,47,42,36,28,36,69,23,75,33,54,20
44,80,48,73,55,19,50,78,34,66,77,55,74,36,71,47,55,65,60,58,77,64,31,22,28,64,43,25,46,28,80,65,81,59,40,21,49,20,89,75,38,51,34,79,15,68,62,40,71,25
35,25,74,50,18,43,30,43,62,69,35,42,52,85,77,31,31,15,61,40,57,37,34,65,73,18,70,79,44,26,37,66,30,43,20,19,53,25,53,32,37,37,21,62,32,26,32,44,36,41
21,74,89,25,82,61,22,87,46,81,41,76,69,59,49,68,61,43,89,52,45,35,71,63,51,68,78,19,45,34,64,66,60,79,89,24,70,85,47,79,48,18,50,78,72,89,88,76,56,54
44,65,60,56,71,47,38,23,82,38,30,47,52,78,52,89,56,89,78,32,51,41,43,41,29,50,30,79,86,81,17,61,85,65,16,44,77,44,35,27,65,43,19,27,66,87,44,30,81,27
37,68,80,45,44,83,42,49,24,56,29,62,42,77,63,88,73,65,61,49,21,71,26,22,70,28,17,36,54,75,59,59,19,43,79,63,63,21,50,69,46,19,53,24,47,32,79,21,45,56
85,68,34,55,52,70,64,79,64,74,55,34,18,88,70,70,33,58,74,89,48,55,58,40,55,36,86,15,83,24,58,88,16,85,88,73,41,72,30,76,60,22,32,63,54,84,60,82,38,16
15,31,87,50,70,44,32,84,76,88,20,21,24,76,83,89,34,31,26,75,24,87,20,71,78,35,66,70,86,44,65,68,54,75,82,24,89,67,81,47,27,80,34,71,15,23,79,49,68,36
83,34,85,20,18,83,46,72,37,61,58,51,49,62,59,57,36,17,25,32,67,81,31,65,33,71,26,45,87,18,20,49,70,20,87,15,46,42,28,87,58,82,52,39,67,37,39,35,59,81
33,89,65,55,41,62,26,54,20,84,20,56,36,54,47,17,67,89,63,23,61,18,34,65,74,42,67,65,80,87,72,39,29,24,24,52,26,59,73,81,16,84,20,27,65,72,86,24,55,29
89,81,22,50,35,81,71,16,64,73,48,49,46,42,87,87,73,22,68,38,79,53,81,79,77,37,33,57,40,81,71,71,65,23,45,26,23,37,32,24,53,63,63,58,82,60,62,50,40,33
86,69,45,87,27,39,80,26,44,31,61,30,63,57,22,19,75,77,37,62,26,89,32,73,26,27,84,87,56,31,61,29,79,34,54,78,75,32,80,25,34,62,38,40,82,39,76,27,82,67
89,69,69,36,72,45,84,25,36,83,33,73,39,64,86,78,84,74,80,62,35,57,61,26,47,60,73,79,83,50,26,77,44,32,41,20,75,39,86,79,26,21,33,61,26,16,36,52,19,80
