33,21,31,29,21,34,38,22,20,31,31,25,27,25,36,26,24,24,36,23,24,34,30,28,34,37,21,36,20,30,21,39,20,29,35,35,34,31,36,32,20,32,30,23,35,29,26,21,37,29
28,39,31,33,26,33,32,38,25,30,38,24,34,20,20,34,32,39,23,24,25,27,27,33,33,36,27,37,22,29,36,20,20,35,30,22,37,32,37,29,27,27,20,28,39,26,20,28,30,28
25,28,29,37,25,22,21,22,25,35,37,37,26,27,35,38,27,30,39,26,39,24,20,22,37,34,26,35,39,24,30,32,35,34,26,20,32,20,39,20,35,34,32,22,27,33,27,32,37,37
34,35,29,21,24,39,25,26,25,29,25,30,26,24,32,23,27,34,23,35,21,37,25,32,27,35,23,37,21,27,25,32,38,22,39,21,36,39,35,21,33,28,24,30,34,26,37,24,21,32
27,31,39,23,38,31,26,28,26,38,37,33,29,23,35,35,30,34,33,30,25,25,28,31,30,32,30,24,34,31,26,29,26,37,24,36,27,39,34,38,29,31,38,30,21,35,26,23,23,22
39,20,29,24,39,34,26,23,34,22,33,32,20,35,31,24,38,28,27,33,26,20,28,30,32,28,20,20,25,31,36,32,33,30,37,28,35,28,28,27,23,37,39,37,25,24,36,38,20,31
38,32,30,35,29,25,38,32,31,39,29,26,29,28,30,27,25,30,31,35,25,21,24,39,32,33,36,35,25,22,36,34,37,22,24,25,34,24,28,27,30,29,36,29,35,27,23,32,26,28
29,34,35,25,23,39,24,26,36,27,30,34,21,21,35,23,21,33,20,23,35,27,39,36,23,20,20,22,33,27,26,30,38,25,28,32,35,25,35,32,32,23,32,31,30,33,23,27,31,28
35,26,25,39,38,33,28,29,26,35,25,33,31,33,34,36,26,27,29,25,24,26,36,30,21,33,28,31,34,26,23,20,38,31,20,23,24,31,24,35,35,21,26,37,33,32,33,39,30,20
23,35,27,35,35,20,20,32,26,39,31,25,30,33,21,29,28,27,33,22,39,20,33,30,21,34,24,29,30,36,34,25,21,39,35,29,26,22,21,26,23,33,36,38,39,33,33,39,36,25
34,33,26,35,32,26,38,28,22,37,20,31,24,20,37,28,33,29,23,29,37,23,29,23,32,36,31,21,27,31,39,27,36,28,35,24,20,21,36,22,20,30,25,24,31,25,29,38,36,22
36,34,37,34,23,30,28,33,39,27,29,23,22,38,29,37,37,29,21,23,34,36,28,32,28,31,36,38,31,29,39,20,25,20,35,23,23,38,31,37,32,22,36,37,28,27,36,39,37,28
27,33,37,26,23,31,24,20,32,29,22,20,35,28,38,33,24,25,36,36,25,31,37,37,36,28,31,30,34,33,20,22,28,30,37,20,25,30,25,38,36,24,23,28,27,20,30,36,25,36
25,23,36,37,25,23,26,26,33,33,39,33,39,20,37,28,29,23,28,25,32,31,23,20,33,28,33,25,23,33,25,23,28,26,27,20,30,30,30,24,25,25,37,34,24,25,34,36,24,20
34,32,20,29,31,20,21,28,34,37,37,21,29,39,27,21,30,30,35,31,22,25,37,30,32,34,21,20,36,39,39,29,33,33,31,25,27,31,35,27,35,29,20,33,31,24,37,27,28,21
36,37,23,22,22,35,37,27,29,24,25,29,38,20,24,24,25,31,31,28,33,27,28,30,27,21,32,35,23,20,25,29,23,30,31,36,27,33,36,20,31,20,25,34,28,38,26,37,25,39
31,36,31,33,27,22,36,30,29,23,36,36,21,30,21,38,20,23,35,35,36,33,22,36,24,38,26,35,23,38,24,37,30,21,20,34,31,29,39,38,35,24,20,36,25,27,33,39,24,33
29,36,26,39,32,24,23,30,26,29,20,38,30,34,31,37,36,30,30,24,27,35,22,23,30,28,25,35,32,21,38,34,39,23,31,21,28,37,28,31,23,21,35,29,21,23,31,32,36,29
30,37,35,29,24,28,24,37,20,24,22,33,28,37,27,30,20,38,30,20,22,27,24,24,38,29,38,22,30,38,21,39,26,28,33,34,30,38,26,30,32,31,25,32,36,21,37,38,33,35
37,38,32,27,28,38,37,23,38,39,20,30,25,39,32,39,28,25,34,39,21,38,33,24,21,20,39,32,38,27,36,21,34,37,25,37,34,21,37,34,22,36,22,31,32,30,29,20,32,27
33,34,30,33,33,26,32,38,23,35,35,22,31,28,39,29,27,23,28,29,35,29,28,39,34,27,28,38,38,21,30,35,20,32,37,33,21,30,35,20,22,32,23,22,28,27,33,26,39,20
36,35,24,37,22,25,28,28,38,39,33,24,29,28,33,32,39,25,36,32,21,39,28,31,29,31,35,38,29,30,24,24,37,33,31,32,21,27,27,21,27,39,33,25,24,20,22,22,38,32
37,22,25,34,36,29,35,36,31,20,33,33,26,37,22,30,27,22,39,25,30,34,38,25,25,24,31,20,21,25,29,21,20,34,26,21,31,27,39,22,29,31,34,39,35,25,30,38,28,29
23,21,28,32,26,38,27,36,34,35,31,36,30,36,27,39,35,35,24,22,26,37,34,20,37,39,29,38,37,23,24,24,36,38,22,37,38,27,28,25,37,29,30,26,36,35,34,23,28,24
24,24,37,37,28,35,28,23,34,31,23,38,22,20,39,38,31,31,38,23,30,24,24,30,37,20,36,32,39,37,23,32,32,29,28,29,28,35,38,28,28,22,22,38,38,22,25,32,30,24
38,39,34,35,32,37,39,20,27,31,29,36,26,34,29,23,39,21,23,20,32,21,21,29,27,32,25,37,36,25,28,28,32,36,24,27,37,24,33,28,28,26,34,28,25,27,26,35,31,27
29,21,39,20,31,24,38,22,27,27,24,23,35,24,28,30,33,24,21,25,22,38,37,21,36,31,22,29,36,30,33,35,31,25,39,20,36,32,25,26,36,26,21,20,25,22,29,20,32,34
26,35,32,25,39,29,36,36,26,26,31,33,32,31,31,32,38,34,28,39,23,23,27,28,37,20,37,33,34,34,31,29,36,24,22,36,32,33,33,27,31,25,22,33,28,32,23,30,39,32
21,24,20,23,25,34,35,37,29,28,27,24,27,35,20,32,28,20,23,35,35,36,20,23,34,39,37,28,29,21,33,21,38,27,27,28,37,20,28,39,30,25,22,39,36,28,32,28,35,21
24,36,24,25,28,24,30,36,22,34,31,22,31,25,31,30,27,20,26,35,21,20,20,21,39,38,27,33,22,34,39,21,34,22,34,30,26,22,33,34,26,34,27,24,23,36,35,23,28,30
25,25,30,20,25,21,21,27,36,29,32,26,30,22,32,32,29,39,26,22,31,37,31,35,26,24,20,21,38,22,28,34,21,27,37,29,28,38,36,30,25,20,23,23,23,25,28,38,31,27
32,21,31,35,36,30,21,32,21,38,23,34,39,24,36,26,38,34,34,36,33,26,21,26,22,31,26,29,26,29,22,30,27,29,38,22,27,37,28,32,36,20,27,36,23,30,25,27,39,36
37,36,37,32,33,24,28,30,24,36,22,31,28,37,28,30,37,21,34,37,25,30,28,24,24,22,29,34,29,29,33,28,33,24,38,26,22,39,32,20,21,27,36,22,27,22,39,37,35,38
23,37,37,20,25,35,38,27,27,39,33,31,39,35,21,31,20,21,29,33,31,37,36,27,34,20,34,20,22,26,35,33,21,20,34,32,39,24,35,22,23,22,32,33,39,29,27,36,35,25
31,25,38,33,38,33,36,39,32,28,39,33,26,28,36,20,38,35,35,30,38,25,35,38,36,20,27,21,39,39,27,22,26,32,25,31,22,26,38,35,28,30,27,22,37,31,20,39,34,22
26,39,37,38,22,36,37,27,38,34,30,20,37,21,24,30,21,24,38,39,30,25,31,31,24,26,34,28,24,35,30,29,33,32,28,22,24,34,28,39,36,30,33,27,36,27,38,22,21,20
25,28,30,22,20,39,24,30,22,37,24,35,38,34,21,36,39,39,26,35,21,21,39,27,20,25,33,24,22,39,38,38,34,34,36,33,29,27,31,34,39,29,29,36,34,38,24,37,21,29
29,20,36,37,22,33,27,32,20,24,38,21,38,31,35,33,34,24,39,26,39,35,38,30,30,39,26,21,36,26,35,39,31,22,37,20,33,30,38,20,34,23,35,34,36,39,27,35,27,27
27,23,28,36,37,37,24,38,36,20,38,27,27,38,21,22,22,36,30,32,24,39,35,20,28,25,27,23,32,28,23,24,39,23,33,37,30,29,31,34,38,25,35,24,38,35,38,20,25,21
26,35,22,37,34,39,32,38,38,32,37,26,21,31,27,32,28,32,31,32,37,32,28,20,34,39,31,28,25,31,37,23,29,26,33,30,27,24,28,35,26,39,20,36,26,30,38,27,27,34
39,25,24,34,23,24,22,37,20,20,26,37,35,22,25,21,22,29,28,30,27,36,34,29,24,29,23,21,35,20,30,31,32,27,25,20,33,27,27,24,21,24,33,30,21,31,24,32,36,32
27,30,37,29,24,27,31,35,35,32,32,29,37,27,20,36,26,38,25,30,20,31,39,26,38,21,38,26,25,35,20,36,38,38,37,20,21,29,30,28,25,21,30,30,35,38,23,31,37,24
30,24,25,38,35,38,24,28,22,35,33,36,28,34,29,37,39,22,27,24,28,20,20,27,25,35,25,39,24,35,20,25,28,30,33,24,30,37,34,35,35,30,20,24,36,36,31,36,36,33
38,24,27,30,25,24,32,34,28,25,22,27,36,21,32,21,25,29,37,35,34,24,35,23,25,25,30,35,32,26,31,27,36,30,34,22,20,33,23,30,38,38,22,24,28,29,26,22,37,37
37,28,26,28,22,29,26,28,27,26,21,34,36,31,32,29,39,39,28,31,36,25,30,33,29,29,29,28,21,27,33,36,25,32,21,25,29,27,31,25,28,20,30,25,20,39,25,38,39,33
31,33,25,24,24,20,24,26,24,30,26,27,20,28,22,30,34,28,20,24,29,22,26,37,35,27,21,38,30,33,27,35,31,38,32,31,25,23,30,35,28,36,29,24,35,24,31,30,36,26
21,31,20,38,38,26,24,24,22,31,22,37,22,31,39,23,39,30,20,23,34,28,23,26,37,26,22,25,37,32,22,37,20,22,35,33,35,24,34,34,23,25,34,30,37,30,24,37,28,33
37,32,30,22,38,38,33,31,22,27,24,21,30,39,20,21,25,35,26,39,28,30,25,35,34,25,26,38,24,31,39,23,24,32,37,30,39,39,39,20,37,32,24,24,35,27,36,23,39,31
39,26,39,36,26,28,35,39,38,26,24,27,36,31,35,27,33,37,34,37,28,20,22,37,28,24,37,34,33,30,33,31,37,34,30,26,35,31,21,36,23,32,36,39,31,25,31,27,30,35
35,29,34,37,31,38,26,38,39,36,36,30,22,23,38,29,29,36,34,23,27,33,20,29,38,24,32,25,27,33,38,39,30,38,26,21,36,24,30,27,26,30,37,22,31,38,27,29,37,25
